Name	Popularity	Year
The Box	98.0	2019.0
Tusa	98.0	2019.0
Don't Start Now	97.0	2019.0
everything i wanted	97.0	2019.0
RITMO (Bad Boys For Life)	96.0	2019.0
bad guy	95.0	2019.0
HIGHEST IN THE ROOM	94.0	2019.0
My Oh My (feat. DaBaby)	94.0	2019.0
Lucid Dreams	92.0	2018.0
Calma - Remix	86.0	2018.0
God's Plan	86.0	2018.0
One Kiss (with Dua Lipa)	85.0	2018.0
In My Mind	84.0	2018.0
The Middle	84.0	2018.0
2002	83.0	2018.0
Baila Conmigo (feat. Kelly Ruiz)	83.0	2018.0
Happy Now	80.5	2018.0
Solo (feat. Demi Lovato)	80.0	2018.0
Shape of You	86.0	2017.0
I Like Me Better	83.0	2017.0
Treat You Better	83.0	2017.0
There's Nothing Holdin' Me Back	82.0	2017.0
Wolves	82.0	2017.0
Scared to Be Lonely	81.0	2017.0
Symphony (feat. Zara Larsson)	78.0	2017.0
Friends (with BloodPop®)	76.0	2017.0
Most Girls	76.0	2017.0
Shout Out to My Ex	76.0	2017.0
Closer (feat. Halsey)	85.0	2016.0
Say You Won't Let Go	85.0	2016.0
That's What I Like	82.0	2016.0
Don't Let Me Down	81.0	2016.0
Heathens	81.0	2016.0
Let Me Love You	81.0	2016.0
i hate u, i love u (feat. olivia o'brien)	81.0	2016.0
In the Name of Love	80.0	2016.0
7 Years	79.0	2016.0
Into You	79.0	2016.0
Dancin (feat. Luvli) - Krono Remix	84.0	2014.0
Photograph	84.0	2014.0
Thinking out Loud	83.0	2014.0
Chandelier	79.0	2014.0
Little Do You Know	79.0	2014.0
Blank Space	78.0	2014.0
Rude	78.0	2014.0
Budapest	76.0	2014.0
Take Me to Church	76.0	2014.0
Blame	75.0	2014.0
Can't Hold Us - feat. Ray Dalton	83.0	2012.0
When I Was Your Man	82.0	2012.0
Radioactive	78.0	2012.0
Don't You Worry Child - Radio Edit	77.0	2012.0
Call Me Maybe	76.0	2012.0
Timber (feat. Ke$ha)	76.0	2012.0
Whistle	76.0	2012.0
Wild Ones (feat. Sia)	76.0	2012.0
Girl On Fire	75.0	2012.0
Payphone	75.0	2012.0
Love Yourself	83.0	2015.0
Stressed Out	83.0	2015.0
Ride	81.0	2015.0
Sorry	81.0	2015.0
What Do You Mean?	78.0	2015.0
Secret Love Song (feat. Jason Derulo)	77.0	2015.0
Cheerleader - Felix Jaehn Remix Radio Edit	76.0	2015.0
Maps	76.0	2015.0
My House	76.0	2015.0
Please Don't Go	76.0	2015.0
All of Me	85.0	2013.0
Counting Stars	80.0	2013.0
Dark Horse	77.0	2013.0
Mirrors	77.0	2013.0
Roar	77.0	2013.0
Safe And Sound	77.0	2013.0
Wrecking Ball	76.0	2013.0
Black Skinhead	75.0	2013.0
Turn Down for What	72.0	2013.0
Unconditionally	72.0	2013.0
Give Me Everything	79.0	2011.0
Somebody That I Used To Know	77.0	2011.0
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio	73.0	2011.0
Stronger (What Doesn't Kill You)	73.0	2011.0
We Found Love	73.0	2011.0
I Follow Rivers - The Magician Remix	72.0	2011.0
Save The World	67.0	2011.0
Skyscraper	66.0	2011.0
Titanium (feat. Sia)	66.0	2011.0
Ima Boss (feat. Rick Ross)	65.0	2011.0
Love The Way You Lie	82.0	2010.0
Dynamite	77.0	2010.0
Raise Your Glass	76.0	2010.0
Grenade	75.0	2010.0
Need You Now	73.0	2010.0
OMG (feat. will.i.am)	72.0	2010.0
S&M	72.0	2010.0
Break Your Heart	71.0	2010.0
Airplanes (feat. Hayley Williams)	68.0	2010.0
Fuck You	64.0	2010.0
Don't Stop The Music	76.0	2008.0
Pjanoo - Radio Edit	65.0	2008.0
Jolie Coquine	51.0	2008.0
Man With The Red Face - Radio Edit	51.0	2008.0
Umbrella	47.0	2008.0
Don't Give Up	44.0	2008.0
Poker Face	42.0	2008.0
No Superstar - Radio Mix	41.0	2008.0
I Kissed A Girl	37.0	2008.0
"Hit the Floor ""Power"" (feat. Dollar Man)"	31.0	2008.0
Yummy	95.0	2020.0
Life Is Good (feat. Drake)	93.0	2020.0
Rare	88.0	2020.0
Good News	87.0	2020.0
You should be sad	86.0	2020.0
Lose You To Love Me	85.0	2020.0
Eleven	83.0	2020.0
Dance Again	79.0	2020.0
Me Gusta	79.0	2020.0
In Your Eyes (feat. Alida)	74.0	2020.0
No One	79.0	2007.0
Bleeding Love	77.0	2007.0
Better in Time	70.0	2007.0
"I Stand Alone - From ""The Scorpion King"" Soundtrack"	52.0	2007.0
Everytime We Touch (with Steve Angello & Sebastian Ingrosso)	47.0	2007.0
Scratch Marchin'	39.0	2007.0
Tomorrow Can Wait	26.0	2007.0
Morseton 2.0 (Elektro Pop Cut)	21.0	2007.0
Wild Obsession (Klaas Remix)	18.0	2007.0
Love Is Gone - Original Extended	12.0	2007.0
Can't Get Enough! - Vocal Club Mix	52.0	1998.0
Mama Said Knock You Out	42.0	1996.0
Sandstorm - Radio Edit	57.0	1999.0
Get A Move On!	47.5	1999.0
When Love Takes Over (feat. Kelly Rowland)	64.0	2009.0
Upside Down	58.0	2009.0
Hit That Jive	55.0	2009.0
Bad Romance	52.0	2009.0
Cinnamon Girl - Radio Edit	47.0	2009.0
You And I - Deadmau5 Remix	47.0	2009.0
Listen	44.0	2009.0
Boom Boom Guetta - David Guetta's Electro Hop Remix	41.0	2009.0
Snake Charmer	41.0	2009.0
Downpipe - Original Club Mix	35.0	2009.0
Janice	31.0	1993.0
Rhythm & Drums - The Hitmen Rework Edit	33.0	1995.0
Bailar la Soca	15.0	1991.0
Bye Bye Bye	71.0	2000.0
(Rock) Superstar	60.0	2000.0
Don’t You Want My Love	48.0	2000.0
Flute	46.0	2000.0
Hold Tight	33.0	1994.0
One More Time	74.0	2001.0
Superstylin'	61.0	2001.0
Flawless - Radio Edit	0.0	2001.0
So Sick	77.0	2006.0
Lola's Theme	54.0	2006.0
The Cure & The Cause - Dennis Ferrer Remix	49.0	2006.0
Kylie	40.0	2006.0
Walking Away - Toscadisco Remix	39.0	2006.0
Changes - Dirty South Remix	33.0	2006.0
Children Of The Last Generation	12.0	2006.0
Muscle Car - Sander Kleinenberg's Pace Car Mix - Radio Edit	7.0	2006.0
Get Twisted (Original Mix)	5.0	2006.0
"Gonna Fly Now (Theme From ""Rocky"") - 2006 - Remaster"	4.0	2006.0
'Till I Collapse	83.0	2002.0
Doo uap, doo uap, doo uap - Radio edit	48.0	2002.0
Dark Beat - Original Murk Mix Radio Edit	34.0	2002.0
Time 2 Wonder - Radio Edit	25.0	2002.0
Faint	69.0	2003.0
Aerodynamic - Daft Punk Remix	52.0	2003.0
Slammin' (Axwell Remix)	31.0	2003.0
Just For One Day (Heroes) (Extended Version)	0.0	2003.0
Madan - Exotic Disco Mix	0.0	2003.0
Can't Stop Playing (Makes Me High) [feat. Ane Brun] - Oliver Heldens & Gregor Salto Vocal Mix Edit	57.0	2005.0
Remember the Name (feat. Styles of Beyond)	51.0	2005.0
Watch The Sunrise - Radio Edit	39.0	2005.0
Don't Cha	38.0	2005.0
Feel The Vibe	36.0	2005.0
You Wanna (Klaas Remix)	5.0	2005.0
Fight For Your Right (Player & Remady Remix)	1.0	2005.0
Rock Down To (Electric Avenue) (Radio Version)	0.0	2005.0
I'm Only Shooting Love	35.0	1990.0
Let's Go (feat. Big D & Twista)	65.0	2004.0
Remember (Original Mix)	52.0	2004.0
Stay	24.0	2004.0
Keep the Fire Burning - Remastered Version	56.0	1982.0
Changes	31.0	1982.0
Dancer	50.0	1979.0
"I Feel Love - 12"" Version"	5.0	1979.0
Over And Over	0.0	1977.0
Never Too Much	69.0	1981.0
It Looks Like Love	41.0	1978.0
Dance Freak	29.0	1980.0
Get It Right	2.0	1983.0
